Paper title,Paper eid,Paper doi,Citing paper title,Citing paper eid,Citing paper doi
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,Suggesting Assess Queries for Interactive Analysis of Multidimensional Data,2-s2.0-85129353199,10.1109/TKDE.2022.3171516
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,10.1016/j.future.2022.12.035
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,Optimal Stacked Sparse Auto-encoder based Online Analytic Processing (OLAP) Hypercube Text Analysis,2-s2.0-85166634616,10.1109/ICECCT56650.2023.10179777
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,The Whys and Wherefores of Cubes,2-s2.0-85153334849,
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,Insight-Based Vocalization of OLAP Sessions,2-s2.0-85137993971,10.1007/978-3-031-15740-0_15
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,Describing Multidimensional Data Through Highlights (Discussion Paper),2-s2.0-85137469232,
COOL: A framework for conversational OLAP,2-s2.0-85103428030,10.1016/j.is.2021.101752,Conversational OLAP,2-s2.0-85118769792,
Insight-Based Vocalization of OLAP Sessions,2-s2.0-85137993971,10.1007/978-3-031-15740-0_15,VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,10.1016/j.is.2024.102496
Insight-Based Vocalization of OLAP Sessions,2-s2.0-85137993971,10.1007/978-3-031-15740-0_15,Personalization of OLAP queries for hierarchical visualization under constraints,2-s2.0-85197395708,10.1007/s13278-024-01279-w
Insight-Based Vocalization of OLAP Sessions,2-s2.0-85137993971,10.1007/978-3-031-15740-0_15,Personalized OLAP queries under Hierarchical Visualization Constraint,2-s2.0-85179558569,10.1109/INISTA59065.2023.10310545
Describing Multidimensional Data Through Highlights (Discussion Paper),2-s2.0-85137469232,,,,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Process-driven design of cloud data platforms,2-s2.0-85216873928,10.1016/j.is.2025.102527
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Data Mesh Meets Blockchain,2-s2.0-85187119784,10.1007/s44196-024-00404-z
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A data platform for real-time monitoring and analysis of the brown marmorated stink bug in Northern Italy,2-s2.0-85198321986,10.1016/j.ecoinf.2024.102713
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A multi-start simulated annealing strategy for Data Lake Organization Problem,2-s2.0-85192672282,10.1016/j.asoc.2024.111700
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Megale: A Metadata-Driven Graph-Based System for Data Lake Exploration,2-s2.0-85212543991,10.1142/S0219622024500135
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,METADATA MANAGEMENT FRAMEWORK FOR BUSINESS INTELLIGENCE DRIVEN DATA LAKES,2-s2.0-85206600855,10.58861/tae.bm.2024.2.02
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Metadata Management in Data Lake Environments: A Survey,2-s2.0-85198524930,10.1080/19386389.2024.2359310
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Towards a Process-Driven Design of Data Platforms,2-s2.0-85188658537,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Cost-based Optimization of Multistore Query Plans,2-s2.0-85139405955,10.1007/s10796-022-10320-2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Exploiting the Internet Resources for Autonomous Robots in Agriculture,2-s2.0-85160651880,10.3390/agriculture13051005
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,10.1016/j.future.2022.12.035
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"A secured big-data sharing platform for materials genome engineering: State-of-the-art, challenges and architecture",2-s2.0-85145253028,10.1016/j.future.2022.12.026
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Modeling the COVID-19 Travel Choices in Colombia and India: A Hybrid Multiple Discrete-Continuous Nested Extreme Value Approach,2-s2.0-85156237376,10.1177/03611981231162588
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Transportation as a Disease Vector in COVID-19: Border Mobility and Disease Spread,2-s2.0-85156194418,10.1177/03611981231156588
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Impacts of COVID-19 on the Operational Performance of Express Lanes and General-Purpose Lanes,2-s2.0-85139624136,10.1177/03611981221125215
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Innovative Individual Vehicle Record Traffic Data Quality Analysis Methods,2-s2.0-85153398298,10.1177/03611981221113566
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Network Planning for Innovative Track-Based Transportation Technologies: A Minimum Spanning Tree Algorithm to Demonstrate Network Benefits,2-s2.0-85153352002,10.1177/03611981221113570
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Employer Perceptions of Introducing Dynamic Pricing for Urban Rail: Evidence from Tokyo during Work Style Changes,2-s2.0-85153344667,10.1177/03611981221115074
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Roadway Vulnerability Assessment against Hurricanes Using Satellite Images,2-s2.0-85150993348,10.1177/03611981221124593
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Use of Pavement–Vehicle Interaction-Related Models to Estimate Excess Fuel Consumption of Pavement Alternatives During the Design Stage,2-s2.0-85148989374,10.1177/03611981221113567
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Application of Unmanned Aerial Vehicles for Monitoring Airport Asset Surfaces,2-s2.0-85146689759,10.1177/03611981221115729
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analysis of Washington State Department of Transportation Risks,2-s2.0-85150159695,10.1177/03611981221109599
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"PRODUCTIVITY AND WAGES: WHAT WAS THE PRODUCTIVITY–WAGE LINK IN THE DIGITAL REVOLUTION OF THE PAST, AND WHAT MIGHT OCCUR IN THE AI REVOLUTION OF THE FUTURE?",2-s2.0-85146302990,10.1108/S0147-912120230000050007
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A RIO-Based Cybersecurity System Construction Method for Campus Network-Using Economic Concepts to Build a Network Security Protection System,2-s2.0-85179869417,10.1007/978-3-031-29016-9_45
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Evaluation and Decision Making Research on Application Transformation of University Based on Big Data Warehouse Technology,2-s2.0-85179868790,10.1007/978-3-031-29016-9_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Research on Rural Innovation and Entrepreneurship Platform Based on Cloud Computing,2-s2.0-85179868172,10.1007/978-3-031-29016-9_42
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Research on the Application of Student Information Management System in the Management of Higher Vocational Colleges,2-s2.0-85179867216,10.1007/978-3-031-29016-9_37
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Design and Implementation of Campus Information Aggregation Platform,2-s2.0-85179866197,10.1007/978-3-031-29016-9_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Application of Bayesian Network in Higher Vocational English Application Ability Examination,2-s2.0-85179866013,10.1007/978-3-031-29016-9_33
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,New Blueprint of Labor Education: Intelligent Labor Education Based on the Concept of STEAM Education,2-s2.0-85179865374,10.1007/978-3-031-29016-9_28
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Quantitative Analysis of Student Emotion Based on Face Recognition Technology,2-s2.0-85179864432,10.1007/978-3-031-29016-9_47
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Research on the Current Situation and Implementation Strategies of Artificial Intelligence (AI) Education in K-12 Schools,2-s2.0-85179862728,10.1007/978-3-031-29016-9_44
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Health and Sustainability Evaluation of National Higher System via the CIPP Method and Its Application,2-s2.0-85179861139,10.1007/978-3-031-29016-9_43
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Teaching and Assessing Aesthetic Literacies,2-s2.0-85174988641,10.1007/978-981-19-7750-3_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Microlearning as a Teaching and Learning Approach,2-s2.0-85174988455,10.1007/978-981-99-2774-6_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Microlearning with Chatbots,2-s2.0-85174986436,10.1007/978-981-99-2774-6_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Practical Strategies to Optimize Mobile Microlearning,2-s2.0-85174986295,10.1007/978-981-99-2774-6_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Aesthetics Education and Literacies,2-s2.0-85174986148,10.1007/978-981-19-7750-3_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Utilization of Big Data in the Financial Sector, Construction of Data Governance and Data Management",2-s2.0-85173574332,10.1007/978-981-99-2969-6_24
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Automatic Diabetic Retinopathy Lesion Segmentation in UW-OCTA Images Using Transfer Learning,2-s2.0-85173573199,10.1007/978-3-031-33658-4_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On Substitutions Preserving Their Return Sets,2-s2.0-85173568239,10.1007/978-3-031-33180-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,ConnectivityControl: Providing Smart Home Users with Real Privacy Configuration Options,2-s2.0-85173565367,10.1007/978-3-031-34433-6_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Radial Prediction Domain Adaption Classifier for the MIDOG 2022 Challenge,2-s2.0-85173563539,10.1007/978-3-031-33658-4_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Optimize a Contingency Testing Using Paraconsistent Logic,2-s2.0-85173562487,10.1007/978-981-99-2969-6_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Characteristic Sequences of the Sets of Sums of Squares as Columns of Cellular Automata,2-s2.0-85173561506,10.1007/978-3-031-33180-0_22
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Novel Compact Electrostatic Precipitators for Small-Scale Biomass Combustion Facilities,2-s2.0-85173560581,10.1007/978-3-031-34526-5_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Designing Sustainable Digitalization: Crisisology-Based Tradeoff Optimization in Sociotechnical Systems,2-s2.0-85173558554,10.1007/978-981-99-2969-6_22
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Image-Multimodal Data Analysis for Defect Classification: Case Study of Semiconductor Defect Patterns,2-s2.0-85173558089,10.1007/978-981-99-2969-6_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On the Optimization of Query Plans in Multistores (Discussion Paper),2-s2.0-85173485992,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Approach to Evaluate User Interfaces in a Scholarly Knowledge Communication Domain,2-s2.0-85173047462,10.1007/978-3-031-42293-5_44
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On Verifying Unbounded Client-Server Systems,2-s2.0-85172029203,10.1007/978-3-031-43264-4_33
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Usable Implementation of Data Sovereignty in Digital Ecosystems,2-s2.0-85171466328,10.1007/978-3-031-35822-7_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,String Attractors for Factors of the Thue-Morse Word,2-s2.0-85168580865,10.1007/978-3-031-33180-0_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Ranking and Unranking k-Subsequence Universal Words,2-s2.0-85165605376,10.1007/978-3-031-33180-0_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Security Analysis of Blockchain Layer-One Sharding Based Extended-UTxO Model,2-s2.0-85164964815,10.1007/978-981-99-3581-9_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Multi-parameter Sensor-Based Automation Farming,2-s2.0-85164271095,10.1007/978-981-99-1909-3_24
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Current Web Development Technologies: A Comparative Review,2-s2.0-85164269892,10.1007/978-981-99-1909-3_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Quantum Key Distribution for Underwater Wireless Sensor Network: A Preliminary Survey of the State-of-the-Art,2-s2.0-85164269254,10.1007/978-981-99-1909-3_32
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Towards Recommendations for Knowledge-Graph-Based Requirements Management in Construction: A Report on the EU DigiChecks Project,2-s2.0-85164269246,10.1007/978-3-031-34985-0_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Secure Hotel Key Card System Using FIDO Technology,2-s2.0-85164264339,10.1007/978-981-99-1909-3_39
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,R-Peak-Based Arrhythmia Detection as an Impact of COVID-19,2-s2.0-85164262525,10.1007/978-981-99-1909-3_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Designing AI for Investment Banking Risk Management a Review, Evaluation and Strategy",2-s2.0-85164260708,10.1007/978-981-99-1909-3_29
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,IoT-Based Smart Pill Box and Voice Alert System,2-s2.0-85164258345,10.1007/978-981-99-1909-3_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Knowledge Engineering Formalizing DECENT Meta Model,2-s2.0-85164255117,10.1007/978-3-031-34985-0_14
